Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Carnegie Hill,40.782682567125704,-73.95325646837112,Biddy's,40.78099245141974,-73.94912610993613,Pub
Carnegie Hill,40.782682567125704,-73.95325646837112,Samuel Seabury Playground,40.78547546877856,-73.95076291284549,Playground
Carnegie Hill,40.782682567125704,-73.95325646837112,Wok 88,40.78026277911913,-73.95291982882567,Chinese Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,Papaya King,40.778918507433154,-73.95404719455027,Hot Dog Joint
Carnegie Hill,40.782682567125704,-73.95325646837112,Little Luzzo's Pizza,40.78620859526081,-73.9516958183052,Pizza Place
Carnegie Hill,40.782682567125704,-73.95325646837112,Starbucks,40.78271518758087,-73.94816913233733,Coffee Shop
Carnegie Hill,40.782682567125704,-73.95325646837112,THAIs New York,40.77997184937532,-73.95020059033963,Thai Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,Mole Restaurant,40.78028107601108,-73.95006733166154,Mexican Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,Fairway Market,40.77831163887719,-73.95248834656365,Grocery Store
Carnegie Hill,40.782682567125704,-73.95325646837112,Variety Coffee Roasters,40.77889926886048,-73.9559004150256,Coffee Shop
Carnegie Hill,40.782682567125704,-73.95325646837112,Libertador Parrilla Argentina,40.779898530135924,-73.95037957977502,Argentinian Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,Barking Dog,40.78392857648401,-73.95030050800752,Diner
Carnegie Hill,40.782682567125704,-73.95325646837112,Charming Nails,40.77924480828922,-73.95281338343709,Cosmetics Shop
Carnegie Hill,40.782682567125704,-73.95325646837112,Club Normandie,40.784920890143646,-73.94853276492782,Gym
Carnegie Hill,40.782682567125704,-73.95325646837112,mughlai Indian Cuisine,40.78020580283837,-73.95008785684102,Indian Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,Writing Room,40.779401063600716,-73.95069832371163,New American Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,The Auction House,40.77968537732867,-73.95002861558143,Bar
Carnegie Hill,40.782682567125704,-73.95325646837112,The Toolbox,40.78092822128232,-73.94954809939755,Gay Bar
Carnegie Hill,40.782682567125704,-73.95325646837112,Kobeyaki,40.7785639214807,-73.9532455762247,Japanese Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,Urban Outfitters,40.77832352747964,-73.95404264330864,Clothing Store
Carnegie Hill,40.782682567125704,-73.95325646837112,Starbucks,40.77954606415327,-73.95355245328552,Coffee Shop
Carnegie Hill,40.782682567125704,-73.95325646837112,Storylines: Contemporary Art at the Guggenheim,40.78300099065588,-73.95904911792775,Exhibit
Carnegie Hill,40.782682567125704,-73.95325646837112,Pascalou,40.78504598683146,-73.95581327084325,French Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,Morton Williams,40.78165414938041,-73.95821293048212,Supermarket
Carnegie Hill,40.782682567125704,-73.95325646837112,Chochin,40.78202155774359,-73.94782396888684,Japanese Restaurant
Carnegie Hill,40.782682567125704,-73.95325646837112,SEPHORA,40.779151,-73.955179,Cosmetics Shop
Carnegie Hill,40.782682567125704,-73.95325646837112,Athleta,40.778455,-73.953952,Women's Store
Carnegie Hill,40.782682567125704,-73.95325646837112,Sabon,40.779286935485985,-73.95566717044835,Cosmetics Shop
Carnegie Hill,40.782682567125704,-73.95325646837112,Reif's Tavern,40.78152599476767,-73.94857908931905,Bar
Carnegie Hill,40.782682567125704,-73.95325646837112,UES.,40.77952235664181,-73.95068431013975,Ice Cream Shop
Noho,40.72325901885768,-73.98843368023597,Russ & Daughters,40.72286707707289,-73.98829148466851,Gourmet Shop
Noho,40.72325901885768,-73.98843368023597,Il Laboratorio del Gelato,40.722222,-73.987038,Ice Cream Shop
Noho,40.72325901885768,-73.98843368023597,Katz's Delicatessen,40.72216120993533,-73.98721255191126,Deli / Bodega
Noho,40.72325901885768,-73.98843368023597,Lil' Frankie's,40.723468812847294,-73.98829722365633,Italian Restaurant
Noho,40.72325901885768,-73.98843368023597,Punjabi Grocery & Deli,40.722418377692485,-73.98694780645458,Deli / Bodega
Noho,40.72325901885768,-73.98843368023597,Sweet Chick,40.72176401281848,-73.98748035440444,Southern / Soul Food Restaurant
Noho,40.72325901885768,-73.98843368023597,Bar Goto,40.72269592600995,-73.98933925599431,Cocktail Bar
Noho,40.72325901885768,-73.98843368023597,The Meatball Shop,40.72154512476467,-73.98884242671608,Italian Restaurant
Noho,40.72325901885768,-73.98843368023597,Prune,40.723811316647875,-73.98941695690155,American Restaurant
Noho,40.72325901885768,-73.98843368023597,Rockwood Music Hall,40.72231512285752,-73.98864730158843,Rock Club
